recording,subject,n_drop,pattern,trial,method,temporal_r,rmse_uv,sdr_db
G005Day2Rest1.cnt,G005,8,contiguous,2,nearest,0.886,4.401,5.954
G005Day2Rest1.cnt,G005,8,contiguous,2,linear,0.9604,2.35,11.403
G005Day2Rest1.cnt,G005,8,contiguous,2,spline,0.9542,2.736,10.083
G005Day2Rest1.cnt,G005,16,scattered,1,nearest,0.8531,4.929,5.575
G005Day2Rest1.cnt,G005,16,scattered,1,linear,0.9633,2.268,12.317
G005Day2Rest1.cnt,G005,16,scattered,1,spline,0.9536,2.723,10.727
G005Day2Rest1.cnt,G005,16,scattered,2,nearest,0.8385,5.235,4.622
G005Day2Rest1.cnt,G005,16,scattered,2,linear,0.9686,2.09,12.599
G005Day2Rest1.cnt,G005,16,scattered,2,spline,0.956,2.736,10.257
G005Day2Rest1.cnt,G005,16,contiguous,1,nearest,0.7899,7.001,2.38
G005Day2Rest1.cnt,G005,16,contiguous,1,linear,0.9089,3.618,8.114
G005Day2Rest1.cnt,G005,16,contiguous,1,spline,0.8148,6.7,2.761
G005Day2Rest1.cnt,G005,16,contiguous,2,nearest,0.734,7.235,3.211
G005Day2Rest1.cnt,G005,16,contiguous,2,linear,0.9076,4.201,7.933
G005Day2Rest1.cnt,G005,16,contiguous,2,spline,0.8749,5.182,6.11
G005Day2Rest2.cnt,G005,2,scattered,1,nearest,0.7732,13.766,1.04
G005Day2Rest2.cnt,G005,2,scattered,1,linear,0.9642,3.118,13.938
G005Day2Rest2.cnt,G005,2,scattered,1,spline,0.8359,7.537,6.272
G005Day2Rest2.cnt,G005,2,scattered,2,nearest,0.2814,15.412,-4.562
G005Day2Rest2.cnt,G005,2,scattered,2,linear,0.9796,1.989,13.224
G005Day2Rest2.cnt,G005,2,scattered,2,spline,0.4689,10.36,-1.112
G005Day2Rest2.cnt,G005,2,contiguous,1,nearest,0.7295,8.942,3.116
G005Day2Rest2.cnt,G005,2,contiguous,1,linear,0.9812,2.955,12.734
G005Day2Rest2.cnt,G005,2,contiguous,1,spline,0.9683,3.579,11.07
G005Day2Rest2.cnt,G005,2,contiguous,2,nearest,0.0791,17.167,-5.235
G005Day2Rest2.cnt,G005,2,contiguous,2,linear,0.9714,2.39,11.891
G005Day2Rest2.cnt,G005,2,contiguous,2,spline,0.5811,8.118,1.27
G005Day2Rest2.cnt,G005,8,scattered,1,nearest,0.6354,12.963,2.579
G005Day2Rest2.cnt,G005,8,scattered,1,linear,0.9678,3.197,14.74
G005Day2Rest2.cnt,G005,8,scattered,1,spline,0.6682,11.926,3.304
G005Day2Rest2.cnt,G005,8,scattered,2,nearest,0.5451,15.769,-0.686
G005Day2Rest2.cnt,G005,8,scattered,2,linear,0.9676,3.351,12.768
G005Day2Rest2.cnt,G005,8,scattered,2,spline,0.7939,11.189,2.295
G005Day2Rest2.cnt,G005,8,contiguous,1,nearest,0.773,14.997,1.446
G005Day2Rest2.cnt,G005,8,contiguous,1,linear,0.9686,3.551,13.96
G005Day2Rest2.cnt,G005,8,contiguous,1,spline,0.7819,11.689,3.611
G005Day2Rest2.cnt,G005,8,contiguous,2,nearest,0.475,16.861,-1.846
G005Day2Rest2.cnt,G005,8,contiguous,2,linear,0.9625,3.334,12.233
G005Day2Rest2.cnt,G005,8,contiguous,2,spline,0.5971,12.205,0.961
G005Day2Rest2.cnt,G005,16,scattered,1,nearest,0.5339,14.592,0.282
G005Day2Rest2.cnt,G005,16,scattered,1,linear,0.9655,3.485,12.72
G005Day2Rest2.cnt,G005,16,scattered,1,spline,0.6469,13.192,1.157
G005Day2Rest2.cnt,G005,16,scattered,2,nearest,0.6807,14.394,1.99
G005Day2Rest2.cnt,G005,16,scattered,2,linear,0.967,3.844,13.457
G005Day2Rest2.cnt,G005,16,scattered,2,spline,0.5831,15.788,1.187
G005Day2Rest2.cnt,G005,16,contiguous,1,nearest,0.7191,16.507,2.377
G005Day2Rest2.cnt,G005,16,contiguous,1,linear,0.9237,6.974,9.86
G005Day2Rest2.cnt,G005,16,contiguous,1,spline,0.8108,19.357,0.993
G005Day2Rest2.cnt,G005,16,contiguous,2,nearest,0.5341,16.279,-0.336
G005Day2Rest2.cnt,G005,16,contiguous,2,linear,0.8908,6.647,7.443
G005Day2Rest2.cnt,G005,16,contiguous,2,spline,0.5714,19.066,-1.709
G005Day3Rest1.cnt,G005,2,scattered,1,nearest,0.5675,17.377,-0.345
G005Day3Rest1.cnt,G005,2,scattered,1,linear,0.9764,3.945,12.534
G005Day3Rest1.cnt,G005,2,scattered,1,spline,0.4906,22.241,-2.489
G005Day3Rest1.cnt,G005,2,scattered,2,nearest,0.0703,25.904,-2.348
G005Day3Rest1.cnt,G005,2,scattered,2,linear,0.9839,3.586,14.827
G005Day3Rest1.cnt,G005,2,scattered,2,spline,0.7373,13.074,3.591
G005Day3Rest1.cnt,G005,2,contiguous,1,nearest,0.2345,40.025,-2.479
G005Day3Rest1.cnt,G005,2,contiguous,1,linear,0.9749,6.689,13.06
G005Day3Rest1.cnt,G005,2,contiguous,1,spline,0.0245,35.744,-1.496
G005Day3Rest1.cnt,G005,2,contiguous,2,nearest,0.9444,6.458,9.392
G005Day3Rest1.cnt,G005,2,contiguous,2,linear,0.9904,2.661,17.094
G005Day3Rest1.cnt,G005,2,contiguous,2,spline,0.8658,19.75,-0.317
G005Day3Rest1.cnt,G005,8,scattered,1,nearest,0.7218,20.175,1.999
G005Day3Rest1.cnt,G005,8,scattered,1,linear,0.989,3.184,18.035
G005Day3Rest1.cnt,G005,8,scattered,1,spline,0.6293,27.079,-0.558
G005Day3Rest1.cnt,G005,8,scattered,2,nearest,0.79,17.137,3.071
G005Day3Rest1.cnt,G005,8,scattered,2,linear,0.9844,4.39,14.901
G005Day3Rest1.cnt,G005,8,scattered,2,spline,0.6238,68.822,-9.005
G005Day3Rest1.cnt,G005,8,contiguous,1,nearest,0.7797,15.769,4.566
G005Day3Rest1.cnt,G005,8,contiguous,1,linear,0.9757,4.738,15.011
G005Day3Rest1.cnt,G005,8,contiguous,1,spline,0.6825,61.353,-7.234
G005Day3Rest1.cnt,G005,8,contiguous,2,nearest,0.5982,22.299,-1.79
G005Day3Rest1.cnt,G005,8,contiguous,2,linear,0.9503,5.335,10.633
G005Day3Rest1.cnt,G005,8,contiguous,2,spline,0.7737,86.587,-13.573
G005Day3Rest1.cnt,G005,16,scattered,1,nearest,0.7106,21.183,1.56
G005Day3Rest1.cnt,G005,16,scattered,1,linear,0.9829,4.697,14.644
G005Day3Rest1.cnt,G005,16,scattered,1,spline,0.5358,59.128,-7.356
G005Day3Rest1.cnt,G005,16,scattered,2,nearest,0.6049,172.522,0.014
G005Day3Rest1.cnt,G005,16,scattered,2,linear,0.9193,171.636,0.058
G005Day3Rest1.cnt,G005,16,scattered,2,spline,0.6325,172.461,0.017
G005Day3Rest1.cnt,G005,16,contiguous,1,nearest,0.5397,27.938,0.045
G005Day3Rest1.cnt,G005,16,contiguous,1,linear,0.9698,5.731,13.804
G005Day3Rest1.cnt,G005,16,contiguous,1,spline,0.6041,105.159,-11.469
G005Day3Rest1.cnt,G005,16,contiguous,2,nearest,0.5169,26.085,-0.482
G005Day3Rest1.cnt,G005,16,contiguous,2,linear,0.9768,5.004,13.859
G005Day3Rest1.cnt,G005,16,contiguous,2,spline,0.0045,35.418,-3.139
G005Day3Rest2.cnt,G005,2,scattered,1,nearest,-0.0209,203.138,-0.091
G005Day3Rest2.cnt,G005,2,scattered,1,linear,0.9993,5.373,31.46
G005Day3Rest2.cnt,G005,2,scattered,1,spline,0.7181,175.481,1.18
G005Day3Rest2.cnt,G005,2,scattered,2,nearest,0.0111,161.47,-8.843
G005Day3Rest2.cnt,G005,2,scattered,2,linear,0.9933,6.487,19.078
G005Day3Rest2.cnt,G005,2,scattered,2,spline,0.9614,75.064,-2.19
G005Day3Rest2.cnt,G005,2,contiguous,1,nearest,0.9772,52.777,0.874
G005Day3Rest2.cnt,G005,2,contiguous,1,linear,0.979,9.317,15.937
G005Day3Rest2.cnt,G005,2,contiguous,1,spline,0.9797,71.372,-1.747
G005Day3Rest2.cnt,G005,2,contiguous,2,nearest,0.9122,178.272,-18.129
G005Day3Rest2.cnt,G005,2,contiguous,2,linear,0.9382,7.412,9.494
G005Day3Rest2.cnt,G005,2,contiguous,2,spline,0.2135,86.076,-11.805
G005Day3Rest2.cnt,G005,8,scattered,1,nearest,0.0108,162.772,-2.171
G005Day3Rest2.cnt,G005,8,scattered,1,linear,0.9907,7.419,24.654
G005Day3Rest2.cnt,G005,8,scattered,1,spline,0.401,108.658,1.34
G005Day3Rest2.cnt,G005,8,scattered,2,nearest,-0.1251,151.069,-7.194
G005Day3Rest2.cnt,G005,8,scattered,2,linear,0.9584,10.306,16.128
G005Day3Rest2.cnt,G005,8,scattered,2,spline,0.3108,90.034,-2.699
G005Day3Rest2.cnt,G005,8,contiguous,1,nearest,-0.0456,132.788,-2.933
G005Day3Rest2.cnt,G005,8,contiguous,1,linear,0.9929,9.5,19.976
G005Day3Rest2.cnt,G005,8,contiguous,1,spline,-0.0312,125.017,-2.409
G005Day3Rest2.cnt,G005,8,contiguous,2,nearest,0.4867,86.211,1.662
G005Day3Rest2.cnt,G005,8,contiguous,2,linear,0.9879,8.284,22.008
G005Day3Rest2.cnt,G005,8,contiguous,2,spline,0.4634,84.518,1.834
G005Day3Rest2.cnt,G005,16,scattered,1,nearest,-0.0468,124.595,-1.906
G005Day3Rest2.cnt,G005,16,scattered,1,linear,0.9728,8.217,21.71
G005Day3Rest2.cnt,G005,16,scattered,1,spline,-0.1682,124.294,-1.885
G005Day3Rest2.cnt,G005,16,scattered,2,nearest,0.2165,124.101,-1.991
G005Day3Rest2.cnt,G005,16,scattered,2,linear,0.9866,9.369,20.45
G005Day3Rest2.cnt,G005,16,scattered,2,spline,0.4234,86.222,1.172
G005Day3Rest2.cnt,G005,16,contiguous,1,nearest,0.038,98.781,-1.699
G005Day3Rest2.cnt,G005,16,contiguous,1,linear,0.9585,8.217,19.9
G005Day3Rest2.cnt,G005,16,contiguous,1,spline,-0.2747,136.952,-4.537
G005Day3Rest2.cnt,G005,16,contiguous,2,nearest,-0.0149,125.832,-1.81
G005Day3Rest2.cnt,G005,16,contiguous,2,linear,0.9239,55.083,5.366
G005Day3Rest2.cnt,G005,16,contiguous,2,spline,-0.1562,227.096,-6.938
G005Day4Rest1.cnt,G005,2,scattered,1,nearest,0.7556,5.89,1.541
G005Day4Rest1.cnt,G005,2,scattered,1,linear,0.9921,0.862,18.232
G005Day4Rest1.cnt,G005,2,scattered,1,spline,0.9776,1.517,13.325
G005Day4Rest1.cnt,G005,2,scattered,2,nearest,0.8261,4.026,4.791
G005Day4Rest1.cnt,G005,2,scattered,2,linear,0.9837,1.213,15.213
G005Day4Rest1.cnt,G005,2,scattered,2,spline,0.978,1.474,13.516
G005Day4Rest1.cnt,G005,2,contiguous,1,nearest,0.8301,5.026,5.075
G005Day4Rest1.cnt,G005,2,contiguous,1,linear,0.9891,1.335,16.593
G005Day4Rest1.cnt,G005,2,contiguous,1,spline,0.9833,1.513,15.503
G005Day4Rest1.cnt,G005,2,contiguous,2,nearest,0.872,5.733,6.325
G005Day4Rest1.cnt,G005,2,contiguous,2,linear,0.9866,1.853,16.134
G005Day4Rest1.cnt,G005,2,contiguous,2,spline,0.9683,3.134,11.572
G005Day4Rest1.cnt,G005,8,scattered,1,nearest,0.8405,5.009,5.356
G005Day4Rest1.cnt,G005,8,scattered,1,linear,0.9798,1.67,14.894
G005Day4Rest1.cnt,G005,8,scattered,1,spline,0.9735,2.007,13.3
G005Day4Rest1.cnt,G005,8,scattered,2,nearest,0.7966,5.578,4.967
G005Day4Rest1.cnt,G005,8,scattered,2,linear,0.9827,1.966,14.026
G005Day4Rest1.cnt,G005,8,scattered,2,spline,0.965,2.679,11.337
G005Day4Rest1.cnt,G005,8,contiguous,1,nearest,0.7934,5.318,4.346
G005Day4Rest1.cnt,G005,8,contiguous,1,linear,0.9736,1.921,13.19
G005Day4Rest1.cnt,G005,8,contiguous,1,spline,0.9502,3.098,9.041
G005Day4Rest1.cnt,G005,8,contiguous,2,nearest,0.8303,5.905,6.302
G005Day4Rest1.cnt,G005,8,contiguous,2,linear,0.9199,3.933,9.832
G005Day4Rest1.cnt,G005,8,contiguous,2,spline,0.9191,4.066,9.544
G005Day4Rest1.cnt,G005,16,scattered,1,nearest,0.8563,4.56,6.533
G005Day4Rest1.cnt,G005,16,scattered,1,linear,0.9738,2.159,13.026
G005Day4Rest1.cnt,G005,16,scattered,1,spline,0.9592,2.669,11.187
G005Day4Rest1.cnt,G005,16,scattered,2,nearest,0.8457,5.053,4.36
G005Day4Rest1.cnt,G005,16,scattered,2,linear,0.9666,1.747,13.585
G005Day4Rest1.cnt,G005,16,scattered,2,spline,0.9536,2.46,10.612
G005Day4Rest1.cnt,G005,16,contiguous,1,nearest,0.8212,4.696,4.356
G005Day4Rest1.cnt,G005,16,contiguous,1,linear,0.9573,2.135,11.205
G005Day4Rest1.cnt,G005,16,contiguous,1,spline,0.9246,3.203,7.679
G005Day4Rest1.cnt,G005,16,contiguous,2,nearest,0.7154,6.199,3.217
G005Day4Rest1.cnt,G005,16,contiguous,2,linear,0.9483,2.8,10.119
G005Day4Rest1.cnt,G005,16,contiguous,2,spline,0.9144,3.852,7.35
G005Day4Rest2.cnt,G005,2,scattered,1,nearest,0.9725,2.804,13.377
G005Day4Rest2.cnt,G005,2,scattered,1,linear,0.9981,0.757,24.746
G005Day4Rest2.cnt,G005,2,scattered,1,spline,0.9717,3.45,11.575
G005Day4Rest2.cnt,G005,2,scattered,2,nearest,0.9024,4.214,5.423
G005Day4Rest2.cnt,G005,2,scattered,2,linear,0.9916,1.014,17.797
G005Day4Rest2.cnt,G005,2,scattered,2,spline,0.9797,1.565,14.025
G005Day4Rest2.cnt,G005,2,contiguous,1,nearest,0.8983,6.369,7.074
G005Day4Rest2.cnt,G005,2,contiguous,1,linear,0.9902,2.12,16.627
G005Day4Rest2.cnt,G005,2,contiguous,1,spline,0.9764,3.399,12.529
G005Day4Rest2.cnt,G005,2,contiguous,2,nearest,0.8205,5.873,5.044
G005Day4Rest2.cnt,G005,2,contiguous,2,linear,0.9962,0.919,21.155
G005Day4Rest2.cnt,G005,2,contiguous,2,spline,0.9926,1.249,18.491
G005Day4Rest2.cnt,G005,8,scattered,1,nearest,0.9123,4.299,7.82
G005Day4Rest2.cnt,G005,8,scattered,1,linear,0.9924,1.25,18.547
G005Day4Rest2.cnt,G005,8,scattered,1,spline,0.9816,2.315,13.197
G005Day4Rest2.cnt,G005,8,scattered,2,nearest,0.903,7.64,3.041
G005Day4Rest2.cnt,G005,8,scattered,2,linear,0.9899,1.363,18.011
G005Day4Rest2.cnt,G005,8,scattered,2,spline,0.9808,2.811,11.726
G005Day4Rest2.cnt,G005,8,contiguous,1,nearest,0.891,5.69,7.095
G005Day4Rest2.cnt,G005,8,contiguous,1,linear,0.9862,1.898,16.63
G005Day4Rest2.cnt,G005,8,contiguous,1,spline,0.9649,3.658,10.932
G005Day4Rest2.cnt,G005,8,contiguous,2,nearest,0.845,6.87,4.805
G005Day4Rest2.cnt,G005,8,contiguous,2,linear,0.9814,2.373,14.039
G005Day4Rest2.cnt,G005,8,contiguous,2,spline,0.9754,2.71,12.886
G005Day4Rest2.cnt,G005,16,scattered,1,nearest,0.864,7.912,3.101
G005Day4Rest2.cnt,G005,16,scattered,1,linear,0.985,1.77,16.105
G005Day4Rest2.cnt,G005,16,scattered,1,spline,0.9722,2.907,11.799
G005Day4Rest2.cnt,G005,16,scattered,2,nearest,0.8706,5.504,4.882
G005Day4Rest2.cnt,G005,16,scattered,2,linear,0.9849,1.525,16.033
G005Day4Rest2.cnt,G005,16,scattered,2,spline,0.9521,3.484,8.854
G005Day4Rest2.cnt,G005,16,contiguous,1,nearest,0.8426,9.399,0.86
G005Day4Rest2.cnt,G005,16,contiguous,1,linear,0.9653,2.354,12.884
G005Day4Rest2.cnt,G005,16,contiguous,1,spline,0.9317,4.702,6.876
G005Day4Rest2.cnt,G005,16,contiguous,2,nearest,0.8259,8.824,4.482
G005Day4Rest2.cnt,G005,16,contiguous,2,linear,0.9362,5.419,8.718
G005Day4Rest2.cnt,G005,16,contiguous,2,spline,0.912,6.566,7.051
